kjønn,utdanning,erfaring,arbeidssted,arbeidssituasjon,fag,lønn,bonus?
mann,6,6,Agder,"in-house, privat sektor",data science,900000,Nei
mann,5,3,Agder,"in-house, privat sektor",data science,830000,Ja
mann,3,1,Agder,"in-house, offentlig/kommunal sektor",data science,600000,Nei
mann,9,7,Nordland,"in-house, privat sektor",data science,860000,Nei
mann,5,17,Oslo,konsulent,data science,1260000,Nei
mann,1,11,Oslo,konsulent,data science,800000,Nei
mann,5,11,Oslo,"in-house, privat sektor",data science,1350000,Ja
mann,5,10,Oslo,konsulent,data science,1000000,Ja
mann,20,10,Oslo,konsulent,data science,1090000,Nei
mann,6,6,Oslo,"in-house, privat sektor",data science,1030000,Ja
mann,6,6,Oslo,frilans / selvstendig næringsdrivende,data science,1300000,Nei
mann,5,5,Oslo,"in-house, offentlig/kommunal sektor",data science,750000,Nei
mann,5,5,Oslo,"in-house, privat sektor",data science,930000,Ja
mann,6,5,Oslo,"in-house, privat sektor",data science,950000,Nei
mann,8,5,Oslo,konsulent,data science,950000,Ja
mann,4,5,Oslo,konsulent,data science,1150000,Ja
kvinne,3,4,Oslo,konsulent,data science,530000,Nei
mann,5,4,Oslo,konsulent,data science,790000,Nei
mann,5,4,Oslo,konsulent,data science,850000,Ja
mann,5,4,Oslo,"in-house, privat sektor",data science,900000,Nei
kvinne,5,3,Oslo,konsulent,data science,780000,Ja
kvinne,18,3,Oslo,"in-house, offentlig/kommunal sektor",data science,780000,Nei
mann,3,3,Oslo,"in-house, offentlig/kommunal sektor",data science,721000,Nei
mann,5,3,Oslo,konsulent,data science,770000,Nei
mann,5,3,Oslo,"in-house, privat sektor",data science,780000,Nei
mann,5,3,Oslo,konsulent,data science,823000,Nei
mann,5,3,Oslo,"in-house, offentlig/kommunal sektor",data science,825000,Nei
mann,5,3,Oslo,konsulent,data science,1000000,Ja
mann,5,2,Oslo,konsulent,data science,620000,Nei
mann,5,2,Oslo,konsulent,data science,750000,Ja
kvinne,5,1,Oslo,"in-house, privat sektor",data science,600000,Nei
kvinne,5,1,Oslo,konsulent,data science,675000,Nei
mann,5,1,Oslo,konsulent,data science,620000,Ja
mann,5,1,Oslo,konsulent,data science,680000,Ja
mann,5,1,Oslo,konsulent,data science,700000,Ja
mann,3,1,Oslo,"in-house, privat sektor",data science,715000,Ja
kvinne,5,0,Oslo,konsulent,data science,600000,Ja
mann,3,0,Oslo,"in-house, privat sektor",data science,560000,Nei
mann,5,0,Oslo,"in-house, privat sektor",data science,600000,Nei
mann,5,0,Oslo,"in-house, privat sektor",data science,704400,Nei
mann,5,0,Oslo,"in-house, privat sektor",data science,800000,Ja
mann,5,7,Rogaland,konsulent,data science,1550000,Ja
mann,18,5,Rogaland,konsulent,data science,935000,Ja
mann,6,16,Trøndelag,"in-house, privat sektor",data science,1046000,Nei
mann,17,5,Trøndelag,konsulent,data science,920000,Nei
mann,5,2,Trøndelag,"in-house, privat sektor",data science,930000,Nei
mann,5,0,Trøndelag,konsulent,data science,690000,Nei
mann,2,24,Vestland,"in-house, privat sektor",data science,850000,Nei
mann,5,5,Vestland,"in-house, offentlig/kommunal sektor",data science,660000,Nei
mann,5,5,Vestland,"in-house, privat sektor",data science,775000,Nei
mann,5,2,Vestland,"in-house, offentlig/kommunal sektor",data science,800000,Nei
mann,5,0,Vestland,konsulent,data science,640000,Ja
mann,2,18,Viken,"in-house, privat sektor",data science,800000,Nei
mann,5,14,Viken,"in-house, privat sektor",data science,1280000,Nei
mann,15,36,Agder,"in-house, offentlig/kommunal sektor",databaser,850000,Nei
mann,0,5,Innlandet,"in-house, offentlig/kommunal sektor",databaser,875000,Nei
mann,2,4,Innlandet,"in-house, privat sektor",databaser,720000,Nei
kvinne,3,15,Oslo,konsulent,databaser,1200000,Ja
mann,5,12,Oslo,konsulent,databaser,900000,Nei
kvinne,3,10,Oslo,"in-house, offentlig/kommunal sektor",databaser,930000,Nei
mann,3,10,Oslo,"in-house, privat sektor",databaser,915000,Nei
mann,5,10,Oslo,konsulent,databaser,1100000,Ja
kvinne,5,6,Oslo,"in-house, privat sektor",databaser,900000,Nei
kvinne,4,6,Oslo,konsulent,databaser,1000000,Ja
kvinne,6,5,Oslo,"in-house, privat sektor",databaser,800000,Ja
kvinne,5,5,Oslo,konsulent,databaser,905000,Nei
kvinne,3,5,Oslo,konsulent,databaser,1000000,Nei
mann,5,4,Oslo,konsulent,databaser,850000,Ja
mann,3,4,Oslo,konsulent,databaser,1300000,Ja
mann,3,3,Oslo,"in-house, privat sektor",databaser,750000,Nei
kvinne,3,2,Oslo,konsulent,databaser,595000,Nei
mann,5,2,Oslo,konsulent,databaser,568000,Ja
mann,5,2,Oslo,konsulent,databaser,700000,Nei
kvinne,3,1,Oslo,konsulent,databaser,750000,Ja
mann,5,1,Oslo,"in-house, offentlig/kommunal sektor",databaser,600000,Nei
mann,5,1,Oslo,konsulent,databaser,610000,Nei
mann,5,1,Oslo,"in-house, privat sektor",databaser,620000,Ja
mann,5,5,Rogaland,"in-house, offentlig/kommunal sektor",databaser,980000,Nei
kvinne,3,3,Rogaland,konsulent,databaser,710000,Ja
mann,5,2,Rogaland,konsulent,databaser,630000,Nei
mann,5,2,Rogaland,konsulent,databaser,800000,Ja
mann,3,2,Trøndelag,konsulent,databaser,700000,Ja
mann,3,1,Vestfold og Telemark,konsulent,databaser,630000,Nei
mann,3,15,Vestland,"in-house, privat sektor",databaser,950000,Ja
mann,3,6,Vestland,"in-house, privat sektor",databaser,600000,Nei
kvinne,6,5,Vestland,"in-house, privat sektor",databaser,840000,Ja
kvinne,9,2,Vestland,"in-house, privat sektor",databaser,650000,Nei
mann,3,1,Vestland,"in-house, privat sektor",databaser,800000,Nei
mann,5,10,Viken,"in-house, privat sektor",databaser,875000,Nei
kvinne,4,2,Viken,"in-house, privat sektor",databaser,750000,Ja
mann,5,16,Agder,"in-house, offentlig/kommunal sektor",devops / drift,820000,Nei
mann,4,13,Agder,"in-house, offentlig/kommunal sektor",devops / drift,560000,Nei
mann,2,7,Agder,"in-house, offentlig/kommunal sektor",devops / drift,620000,Nei
mann,3,7,Agder,konsulent,devops / drift,760000,Ja
mann,3,5,Agder,"in-house, offentlig/kommunal sektor",devops / drift,850000,Nei
mann,0,3,Agder,"in-house, privat sektor",devops / drift,680000,Ja
mann,1,20,Innlandet,"in-house, offentlig/kommunal sektor",devops / drift,934000,Nei
kvinne,1,3,Innlandet,"in-house, offentlig/kommunal sektor",devops / drift,480000,Nei
mann,2,2,Innlandet,konsulent,devops / drift,560000,Ja
mann,2,8,Møre og Romsdal,"in-house, privat sektor",devops / drift,700000,Nei
mann,2,17,Nordland,konsulent,devops / drift,925000,Ja
mann,3,9,Nordland,"in-house, offentlig/kommunal sektor",devops / drift,830000,Ja
mann,3,40,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,900000,Nei
mann,4,30,Oslo,"in-house, privat sektor",devops / drift,1100000,Nei
mann,0,30,Oslo,konsulent,devops / drift,1400000,Ja
mann,4,27,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,930000,Nei
mann,2,26,Oslo,"in-house, privat sektor",devops / drift,1600000,Ja
mann,10,25,Oslo,konsulent,devops / drift,790000,Ja
mann,3,23,Oslo,"in-house, privat sektor",devops / drift,1100000,Nei
mann,4,23,Oslo,konsulent,devops / drift,1200000,Ja
mann,5,20,Oslo,"in-house, privat sektor",devops / drift,1150000,Ja
mann,5,20,Oslo,frilans / selvstendig næringsdrivende,devops / drift,2200000,Nei
mann,3,19,Oslo,konsulent,devops / drift,1150000,Ja
mann,5,18,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,966000,Nei
mann,2,18,Oslo,konsulent,devops / drift,1000000,Ja
mann,17,18,Oslo,"in-house, privat sektor",devops / drift,1200000,Nei
mann,3,18,Oslo,konsulent,devops / drift,1254100,Ja
mann,0,17,Oslo,konsulent,devops / drift,1100000,Ja
mann,3,16,Oslo,"in-house, privat sektor",devops / drift,1128877,Ja
mann,2,15,Oslo,konsulent,devops / drift,700000,Nei
mann,3,15,Oslo,konsulent,devops / drift,800000,Nei
mann,0,15,Oslo,konsulent,devops / drift,1190000,Ja
mann,1,14,Oslo,konsulent,devops / drift,1000000,Nei
mann,5,13,Oslo,"in-house, privat sektor",devops / drift,1350000,Nei
mann,3,12,Oslo,konsulent,devops / drift,720000,Nei
mann,5,12,Oslo,konsulent,devops / drift,1080000,Nei
mann,3,11,Oslo,"in-house, privat sektor",devops / drift,950000,Nei
mann,2,11,Oslo,"in-house, privat sektor",devops / drift,975000,Nei
mann,2,10,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,760000,Nei
mann,5,10,Oslo,"in-house, privat sektor",devops / drift,900000,Ja
mann,0,10,Oslo,konsulent,devops / drift,1200000,Ja
mann,0,10,Oslo,konsulent,devops / drift,1450000,Ja
mann,4,9,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,691000,Nei
mann,3,9,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,1050000,Nei
mann,5,9,Oslo,"in-house, privat sektor",devops / drift,1078000,Nei
mann,0,8,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,950000,Nei
mann,7,8,Oslo,konsulent,devops / drift,1000000,Nei
mann,2,8,Oslo,konsulent,devops / drift,1100000,Ja
mann,3,8,Oslo,konsulent,devops / drift,1125000,Ja
mann,4,7,Oslo,konsulent,devops / drift,985000,Nei
mann,3,7,Oslo,konsulent,devops / drift,1020000,Ja
mann,5,7,Oslo,frilans / selvstendig næringsdrivende,devops / drift,1200000,Ja
mann,5,7,Oslo,konsulent,devops / drift,1250000,Ja
kvinne,9,6,Oslo,"in-house, privat sektor",devops / drift,900000,Ja
mann,1,6,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,650000,Nei
mann,3,6,Oslo,"in-house, privat sektor",devops / drift,950000,Nei
mann,5,5,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,740000,Nei
mann,1,5,Oslo,konsulent,devops / drift,750000,Nei
mann,3,5,Oslo,"in-house, privat sektor",devops / drift,770000,Nei
mann,3,5,Oslo,"in-house, privat sektor",devops / drift,840000,Ja
mann,5,5,Oslo,konsulent,devops / drift,850000,Ja
mann,5,5,Oslo,konsulent,devops / drift,880000,Ja
mann,3,5,Oslo,"in-house, privat sektor",devops / drift,930000,Nei
mann,5,5,Oslo,konsulent,devops / drift,940000,Ja
mann,3,5,Oslo,konsulent,devops / drift,950000,Ja
mann,5,5,Oslo,konsulent,devops / drift,950000,Ja
mann,5,5,Oslo,"in-house, privat sektor",devops / drift,960000,Nei
mann,5,5,Oslo,konsulent,devops / drift,1000000,Ja
mann,3,4,Oslo,"in-house, privat sektor",devops / drift,800000,Nei
mann,3,4,Oslo,"in-house, privat sektor",devops / drift,850000,Nei
mann,5,4,Oslo,konsulent,devops / drift,1000000,Ja
mann,7,4,Oslo,"in-house, privat sektor",devops / drift,1150000,Nei
mann,3,3,Oslo,konsulent,devops / drift,800000,Ja
mann,3,3,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,900000,Nei
kvinne,3,2,Oslo,konsulent,devops / drift,595000,Nei
kvinne,3,2,Oslo,konsulent,devops / drift,700000,Ja
mann,5,2,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,624500,Nei
mann,4,2,Oslo,"in-house, privat sektor",devops / drift,625000,Nei
mann,2,2,Oslo,konsulent,devops / drift,670000,Ja
mann,5,2,Oslo,konsulent,devops / drift,675000,Ja
mann,5,2,Oslo,"in-house, privat sektor",devops / drift,730000,Nei
mann,2,2,Oslo,"in-house, privat sektor",devops / drift,820000,Ja
mann,5,2,Oslo,"in-house, privat sektor",devops / drift,1620000,Nei
mann,0,1,Oslo,"in-house, privat sektor",devops / drift,500000,Nei
mann,2,1,Oslo,"in-house, privat sektor",devops / drift,550000,Nei
mann,5,1,Oslo,konsulent,devops / drift,640000,Nei
mann,5,1,Oslo,"in-house, offentlig/kommunal sektor",devops / drift,680000,Nei
mann,6,1,Oslo,konsulent,devops / drift,700000,Ja
mann,4,1,Oslo,"in-house, privat sektor",devops / drift,730000,Nei
mann,3,0,Oslo,konsulent,devops / drift,550000,Ja
mann,3,0,Oslo,konsulent,devops / drift,570000,Ja
mann,3,0,Oslo,konsulent,devops / drift,585000,Ja
mann,5,0,Oslo,"in-house, privat sektor",devops / drift,660000,Ja
mann,15,15,Rogaland,"in-house, privat sektor",devops / drift,1230000,Ja
mann,5,13,Rogaland,konsulent,devops / drift,1300000,Ja
mann,3,6,Rogaland,konsulent,devops / drift,1000000,Ja
mann,0,4,Rogaland,"in-house, offentlig/kommunal sektor",devops / drift,1000000,Nei
mann,3,17,Troms og Finnmark,"in-house, privat sektor",devops / drift,900000,Nei
mann,3,9,Troms og Finnmark,"in-house, privat sektor",devops / drift,756000,Nei
mann,5,5,Troms og Finnmark,"in-house, privat sektor",devops / drift,700000,Nei
mann,3,2,Troms og Finnmark,"in-house, offentlig/kommunal sektor",devops / drift,660000,Nei
mann,0,20,Trøndelag,konsulent,devops / drift,1450000,Nei
mann,0,5,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,1050000,Nei
mann,3,4,Trøndelag,konsulent,devops / drift,680000,Ja
mann,5,4,Trøndelag,frilans / selvstendig næringsdrivende,devops / drift,2100000,Ja
mann,4,2,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,570000,Nei
mann,3,2,Trøndelag,konsulent,devops / drift,680000,Nei
kvinne,3,1,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,690000,Nei
mann,2,8,utlandet,konsulent,devops / drift,1060000,Nei
mann,3,24,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",devops / drift,670000,Nei
mann,5,24,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",devops / drift,890000,Nei
mann,1,20,Vestfold og Telemark,"in-house, privat sektor",devops / drift,850000,Nei
mann,3,10,Vestfold og Telemark,"in-house, privat sektor",devops / drift,450000,Nei
mann,0,10,Vestfold og Telemark,"in-house, privat sektor",devops / drift,950000,Nei
mann,5,7,Vestfold og Telemark,"in-house, privat sektor",devops / drift,860000,Nei
mann,5,7,Vestfold og Telemark,"in-house, privat sektor",devops / drift,1100000,Ja
mann,3,5,Vestfold og Telemark,konsulent,devops / drift,730000,Nei
mann,4,22,Vestland,"in-house, privat sektor",devops / drift,975000,Nei
mann,4,20,Vestland,"in-house, privat sektor",devops / drift,1000000,Nei
mann,4,14,Vestland,"in-house, privat sektor",devops / drift,750000,Nei
mann,2,13,Vestland,konsulent,devops / drift,705000,Nei
mann,2,12,Vestland,"in-house, privat sektor",devops / drift,1060000,Nei
mann,5,10,Vestland,"in-house, privat sektor",devops / drift,1000000,Nei
kvinne,2,8,Vestland,"in-house, privat sektor",devops / drift,710000,Ja
mann,1,5,Vestland,"in-house, privat sektor",devops / drift,950000,Nei
mann,3,3,Vestland,konsulent,devops / drift,655000,Nei
mann,3,3,Vestland,konsulent,devops / drift,972000,Nei
mann,3,0,Vestland,konsulent,devops / drift,660000,Nei
mann,18,16,Viken,"in-house, privat sektor",devops / drift,1100000,Nei
mann,10,11,Viken,"in-house, privat sektor",devops / drift,500000,Nei
mann,3,10,Viken,konsulent,devops / drift,840000,Ja
mann,5,6,Viken,konsulent,devops / drift,1300000,Ja
mann,3,4,Viken,"in-house, privat sektor",devops / drift,690000,Nei
mann,3,2,Viken,"in-house, privat sektor",devops / drift,850000,Nei
mann,5,15,Møre og Romsdal,"in-house, privat sektor",embedded / IOT / maskinvare,987090,Nei
mann,3,20,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1075000,Nei
mann,7,12,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1005000,Nei
mann,5,10,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,970000,Nei
mann,5,7,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1100000,Ja
mann,5,5,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,820000,Nei
mann,5,5,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,950000,Ja
mann,5,5,Oslo,konsulent,embedded / IOT / maskinvare,950000,Ja
mann,4,4,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,700000,Nei
mann,5,3,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,710000,Ja
annet / ønsker ikke oppgi,5,2,Oslo,konsulent,embedded / IOT / maskinvare,690000,Nei
mann,6,18,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,800000,Nei
mann,3,7,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,800000,Nei
mann,5,6,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,1000000,Ja
mann,5,7,Trøndelag,konsulent,embedded / IOT / maskinvare,1125375,Nei
mann,18,1,Trøndelag,"in-house, privat sektor",embedded / IOT / maskinvare,630000,Nei
kvinne,18,0,Trøndelag,"in-house, privat sektor",embedded / IOT / maskinvare,950000,Ja
mann,3,2,Vestland,"in-house, privat sektor",embedded / IOT / maskinvare,675000,Nei
mann,4,30,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,2600000,Ja
mann,5,26,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,1295000,Ja
mann,4,23,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,870000,Nei
mann,3,4,Viken,konsulent,embedded / IOT / maskinvare,703000,Ja
kvinne,3,1,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,585000,Ja
mann,5,9,Agder,"in-house, privat sektor",frontend,700000,Nei
mann,3,7,Agder,konsulent,frontend,1050000,Ja
kvinne,3,6,Agder,konsulent,frontend,915000,Nei
mann,3,5,Agder,konsulent,frontend,836000,Nei
mann,3,4,Agder,konsulent,frontend,912000,Nei
mann,0,3,Agder,"in-house, privat sektor",frontend,520000,Nei
mann,4,2,Agder,"in-house, privat sektor",frontend,685000,Nei
mann,5,2,Agder,konsulent,frontend,700000,Nei
kvinne,2,1,Agder,konsulent,frontend,585000,Nei
mann,2,1,Agder,"in-house, privat sektor",frontend,675000,Nei
mann,3,25,Innlandet,"in-house, privat sektor",frontend,1030000,Nei
mann,0,22,Innlandet,konsulent,frontend,1250000,Ja
mann,0,17,Innlandet,konsulent,frontend,950000,Ja
mann,4,10,Innlandet,"in-house, privat sektor",frontend,815000,Nei
mann,5,7,Innlandet,konsulent,frontend,1000000,Ja
mann,3,4,Innlandet,"in-house, offentlig/kommunal sektor",frontend,585000,Nei
mann,0,4,Innlandet,"in-house, privat sektor",frontend,590000,Ja
mann,5,4,Innlandet,konsulent,frontend,650000,Nei
mann,3,4,Innlandet,konsulent,frontend,800000,Ja
mann,3,1,Innlandet,"in-house, privat sektor",frontend,565900,Nei
mann,3,1,Innlandet,konsulent,frontend,585000,Nei
mann,3,23,Møre og Romsdal,"in-house, privat sektor",frontend,600000,Nei
mann,0,19,Møre og Romsdal,"in-house, privat sektor",frontend,890000,Nei
mann,3,10,Møre og Romsdal,"in-house, privat sektor",frontend,720000,Nei
kvinne,4,9,Møre og Romsdal,konsulent,frontend,570000,Nei
mann,0,7,Møre og Romsdal,"in-house, privat sektor",frontend,1000000,Ja
kvinne,3,4,Møre og Romsdal,"in-house, privat sektor",frontend,660000,Nei
mann,0,20,Nordland,"in-house, privat sektor",frontend,1075000,Nei
mann,3,14,Nordland,"in-house, offentlig/kommunal sektor",frontend,775000,Nei
mann,3,10,Nordland,"in-house, offentlig/kommunal sektor",frontend,900000,Nei
kvinne,3,3,Nordland,"in-house, privat sektor",frontend,490000,Nei
kvinne,2,2,Nordland,"in-house, privat sektor",frontend,530000,Nei
mann,2,2,Nordland,"in-house, privat sektor",frontend,480000,Nei
mann,2,2,Nordland,"in-house, offentlig/kommunal sektor",frontend,590000,Nei
kvinne,2,1,Nordland,"in-house, offentlig/kommunal sektor",frontend,640000,Nei
mann,2,0,Nordland,"in-house, offentlig/kommunal sektor",frontend,502400,Nei
mann,3,0,Nordland,konsulent,frontend,580000,Nei
mann,5,30,Oslo,"in-house, privat sektor",frontend,1025000,Nei
mann,3,28,Oslo,"in-house, privat sektor",frontend,820000,Nei
mann,4,25,Oslo,konsulent,frontend,1050000,Nei
mann,5,25,Oslo,konsulent,frontend,1200000,Nei
mann,0,25,Oslo,konsulent,frontend,1230000,Ja
mann,5,25,Oslo,"in-house, privat sektor",frontend,1235000,Nei
mann,4,25,Oslo,"in-house, privat sektor",frontend,1400000,Ja
mann,3,24,Oslo,"in-house, offentlig/kommunal sektor",frontend,950000,Nei
kvinne,5,20,Oslo,konsulent,frontend,1200000,Nei
mann,0,20,Oslo,"in-house, privat sektor",frontend,1000000,Nei
mann,3,20,Oslo,"in-house, privat sektor",frontend,1059000,Nei
kvinne,5,19,Oslo,"in-house, privat sektor",frontend,900000,Nei
mann,6,19,Oslo,"in-house, privat sektor",frontend,1100000,Nei
mann,2,18,Oslo,"in-house, offentlig/kommunal sektor",frontend,960000,Nei
mann,3,18,Oslo,konsulent,frontend,1010000,Nei
mann,5,18,Oslo,konsulent,frontend,1070000,Ja
mann,3,18,Oslo,"in-house, offentlig/kommunal sektor",frontend,1073700,Nei
mann,3,18,Oslo,konsulent,frontend,1100000,Ja
mann,3,17,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000,Nei
mann,3,17,Oslo,konsulent,frontend,1200000,Nei
mann,5,16,Oslo,"in-house, privat sektor",frontend,850000,Nei
mann,3,15,Oslo,konsulent,frontend,900000,Nei
mann,6,15,Oslo,"in-house, privat sektor",frontend,950000,Nei
mann,6,14,Oslo,"in-house, privat sektor",frontend,930000,Nei
mann,5,14,Oslo,konsulent,frontend,1075000,Ja
mann,5,14,Oslo,"in-house, privat sektor",frontend,1200000,Ja
kvinne,5,13,Oslo,konsulent,frontend,950000,Nei
mann,5,13,Oslo,"in-house, privat sektor",frontend,1300000,Nei
kvinne,5,12,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000,Nei
mann,5,12,Oslo,"in-house, privat sektor",frontend,850000,Nei
mann,5,12,Oslo,"in-house, offentlig/kommunal sektor",frontend,1000000,Nei
mann,3,11,Oslo,"in-house, offentlig/kommunal sektor",frontend,840000,Nei
mann,6,11,Oslo,konsulent,frontend,1100000,Nei
mann,3,11,Oslo,konsulent,frontend,1200000,Nei
mann,4,10,Oslo,"in-house, offentlig/kommunal sektor",frontend,710000,Nei
mann,5,10,Oslo,"in-house, privat sektor",frontend,870000,Nei
mann,3,10,Oslo,konsulent,frontend,950000,Nei
mann,3,10,Oslo,"in-house, privat sektor",frontend,1000010,Nei
mann,3,10,Oslo,"in-house, privat sektor",frontend,1307520,Nei
mann,5,10,Oslo,konsulent,frontend,1700000,Nei
kvinne,3,9,Oslo,konsulent,frontend,800000,Ja
kvinne,6,9,Oslo,konsulent,frontend,1100000,Ja
mann,5,9,Oslo,konsulent,frontend,820000,Nei
mann,3,9,Oslo,"in-house, offentlig/kommunal sektor",frontend,844000,Nei
mann,3,9,Oslo,"in-house, privat sektor",frontend,900000,Nei
mann,3,9,Oslo,konsulent,frontend,1150000,Nei
mann,3,8,Oslo,"in-house, privat sektor",frontend,900000,Nei
mann,3,8,Oslo,konsulent,frontend,900000,Ja
mann,5,8,Oslo,konsulent,frontend,1035000,Nei
mann,3,8,Oslo,"in-house, privat sektor",frontend,1200000,Nei
kvinne,3,7,Oslo,konsulent,frontend,785000,Nei
kvinne,3,7,Oslo,"in-house, offentlig/kommunal sektor",frontend,812000,Nei
mann,0,7,Oslo,"in-house, privat sektor",frontend,690000,Nei
mann,3,7,Oslo,"in-house, privat sektor",frontend,795000,Nei
mann,3,7,Oslo,"in-house, privat sektor",frontend,850000,Nei
mann,2,7,Oslo,"in-house, privat sektor",frontend,900000,Nei
mann,3,7,Oslo,konsulent,frontend,920000,Nei
mann,3,7,Oslo,"in-house, privat sektor",frontend,1050000,Nei
mann,3,7,Oslo,konsulent,frontend,1100000,Nei
mann,5,7,Oslo,konsulent,frontend,1125000,Ja
kvinne,4,6,Oslo,"in-house, offentlig/kommunal sektor",frontend,700000,Nei
kvinne,0,6,Oslo,"in-house, privat sektor",frontend,780000,Nei
kvinne,0,6,Oslo,konsulent,frontend,930000,Nei
kvinne,5,6,Oslo,konsulent,frontend,1000000,Ja
mann,1,6,Oslo,"in-house, privat sektor",frontend,700000,Nei
mann,6,6,Oslo,"in-house, privat sektor",frontend,710000,Nei
mann,3,6,Oslo,"in-house, offentlig/kommunal sektor",frontend,800000,Nei
mann,0,6,Oslo,"in-house, privat sektor",frontend,800000,Nei
mann,5,6,Oslo,konsulent,frontend,820000,Ja
mann,3,6,Oslo,"in-house, privat sektor",frontend,866000,Nei
mann,3,6,Oslo,konsulent,frontend,950000,Nei
mann,3,6,Oslo,"in-house, privat sektor",frontend,950000,Nei
mann,0,6,Oslo,"in-house, privat sektor",frontend,955000,Nei
mann,0,6,Oslo,"in-house, privat sektor",frontend,1030000,Nei
mann,0,6,Oslo,"in-house, privat sektor",frontend,1100000,Nei
kvinne,5,5,Oslo,konsulent,frontend,721000,Nei
kvinne,3,5,Oslo,konsulent,frontend,750000,Ja
kvinne,3,5,Oslo,"in-house, offentlig/kommunal sektor",frontend,779000,Ja
kvinne,5,5,Oslo,konsulent,frontend,1100000,Nei
mann,8,5,Oslo,"in-house, privat sektor",frontend,744000,Nei
mann,3,5,Oslo,"in-house, privat sektor",frontend,750000,Nei
mann,0,5,Oslo,"in-house, privat sektor",frontend,780000,Nei
mann,3,5,Oslo,"in-house, privat sektor",frontend,780000,Nei
mann,3,5,Oslo,"in-house, privat sektor",frontend,875000,Nei
mann,4,5,Oslo,konsulent,frontend,960000,Nei
mann,5,5,Oslo,"in-house, privat sektor",frontend,1000000,Nei
mann,5,5,Oslo,konsulent,frontend,1050000,Nei
kvinne,1,4,Oslo,konsulent,frontend,700000,Ja
kvinne,5,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,790000,Nei
mann,3,4,Oslo,"in-house, privat sektor",frontend,574000,Nei
mann,3,4,Oslo,konsulent,frontend,660000,Nei
mann,2,4,Oslo,"in-house, privat sektor",frontend,670200,Nei
mann,2,4,Oslo,konsulent,frontend,680000,Nei
mann,3,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,725000,Nei
mann,2,4,Oslo,"in-house, privat sektor",frontend,750000,Nei
mann,3,4,Oslo,konsulent,frontend,773000,Nei
mann,5,4,Oslo,konsulent,frontend,820000,Nei
mann,0,4,Oslo,"in-house, privat sektor",frontend,830000,Nei
mann,3,4,Oslo,konsulent,frontend,830000,Nei
mann,5,4,Oslo,"in-house, privat sektor",frontend,840000,Nei
mann,0,4,Oslo,"in-house, privat sektor",frontend,849000,Nei
mann,3,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000,Nei
mann,3,4,Oslo,konsulent,frontend,850000,Ja
mann,6,4,Oslo,konsulent,frontend,875000,Ja
mann,3,4,Oslo,"in-house, privat sektor",frontend,910000,Ja
kvinne,5,3,Oslo,konsulent,frontend,774500,Nei
kvinne,5,3,Oslo,konsulent,frontend,780000,Ja
kvinne,5,3,Oslo,konsulent,frontend,830000,Nei
kvinne,5,3,Oslo,konsulent,frontend,840000,Nei
kvinne,3,3,Oslo,konsulent,frontend,890000,Ja
kvinne,5,3,Oslo,"in-house, privat sektor",frontend,1015000,Ja
mann,2,3,Oslo,konsulent,frontend,450000,Nei
mann,2,3,Oslo,"in-house, privat sektor",frontend,560000,Nei
mann,3,3,Oslo,"in-house, privat sektor",frontend,610000,Nei
mann,3,3,Oslo,"in-house, privat sektor",frontend,625000,Nei
mann,3,3,Oslo,konsulent,frontend,700000,Nei
mann,3,3,Oslo,"in-house, privat sektor",frontend,700000,Nei
mann,1,3,Oslo,"in-house, privat sektor",frontend,730000,Nei
